Date,Open,High,Low,Close,Adj Close,Volume,Ticker
4/11/19,1848.699951,1849.949951,1840.310059,1844.069946,1844.069946,2654800,AMZN
4/12/19,1848.400024,1851.5,1841.300049,1843.060059,1843.060059,3114400,AMZN
4/15/19,1842,1846.849976,1818.900024,1844.869995,1844.869995,3724400,AMZN
4/16/19,1851.349976,1869.77002,1848,1863.040039,1863.040039,3044600,AMZN
4/17/19,1872.98999,1876.469971,1860.439941,1864.819946,1864.819946,2893500,AMZN
4/18/19,1868.790039,1870.819946,1859.47998,1861.689941,1861.689941,2749900,AMZN
4/22/19,1855.400024,1888.420044,1845.640015,1887.310059,1887.310059,3373800,AMZN
4/23/19,1891.199951,1929.26001,1889.579956,1923.77002,1923.77002,4640400,AMZN
4/24/19,1925,1929.689941,1898.160034,1901.75,1901.75,3675800,AMZN
4/25/19,1917,1922.449951,1900.310059,1902.25,1902.25,6099100,AMZN
4/26/19,1929,1951,1898,1950.630005,1950.630005,8432600,AMZN
4/29/19,1949,1956.339966,1934.089966,1938.430054,1938.430054,4021300,AMZN
4/30/19,1930.099976,1935.709961,1906.949951,1926.52002,1926.52002,3506000,AMZN
5/1/19,1933.089966,1943.640015,1910.550049,1911.52002,1911.52002,3117000,AMZN
5/2/19,1913.329956,1921.550049,1881.869995,1900.819946,1900.819946,3962900,AMZN
5/3/19,1949,1964.400024,1936,1962.459961,1962.459961,6381600,AMZN
5/6/19,1917.97998,1959,1910.5,1950.550049,1950.550049,5417800,AMZN
5/7/19,1939.98999,1949.099976,1903.380005,1921,1921,5902100,AMZN
5/8/19,1918.869995,1935.369995,1910,1917.77002,1917.77002,4078600,AMZN
5/9/19,1900,1909.400024,1876,1899.869995,1899.869995,5308300,AMZN
5/10/19,1898,1903.790039,1856,1889.97998,1889.97998,5718000,AMZN
5/13/19,1836.560059,1846.540039,1818,1822.680054,1822.680054,5783400,AMZN
5/14/19,1839.5,1852.439941,1815.75,1840.119995,1840.119995,4629100,AMZN
5/15/19,1827.949951,1874.430054,1823,1871.150024,1871.150024,4692600,AMZN
5/16/19,1885.939941,1917.51001,1882.290039,1907.569946,1907.569946,4707800,AMZN
5/17/19,1893.050049,1910.530029,1867.329956,1869,1869,4736600,AMZN
5/20/19,1852.689941,1867.780029,1835.540039,1858.969971,1858.969971,3798200,AMZN
5/21/19,1874.790039,1879,1846,1857.52002,1857.52002,4005100,AMZN
5/22/19,1851.780029,1871.48999,1851,1859.680054,1859.680054,2936600,AMZN
5/23/19,1836.589966,1844,1804.199951,1815.47998,1815.47998,4424300,AMZN
5/24/19,1835.890015,1841.76001,1817.849976,1823.280029,1823.280029,3369700,AMZN
5/28/19,1832.75,1849.27002,1827.349976,1836.430054,1836.430054,3200000,AMZN
5/29/19,1823.119995,1830,1807.530029,1819.189941,1819.189941,4279000,AMZN
5/30/19,1825.48999,1829.469971,1807.829956,1816.319946,1816.319946,3146900,AMZN
5/31/19,1790.01001,1795.589966,1772.699951,1775.069946,1775.069946,4618800,AMZN
6/3/19,1760.01001,1766.290039,1672,1692.689941,1692.689941,9098700,AMZN
6/4/19,1699.23999,1730.819946,1680.890015,1729.560059,1729.560059,5679100,AMZN
6/5/19,1749.599976,1752,1715.25,1738.5,1738.5,4239800,AMZN
6/6/19,1737.709961,1760,1726.130005,1754.359985,1754.359985,3689300,AMZN
6/7/19,1763.699951,1806.25,1759.48999,1804.030029,1804.030029,4808200,AMZN
6/10/19,1822,1884.869995,1818,1860.630005,1860.630005,5371000,AMZN
6/11/19,1883.25,1893.699951,1858,1863.699951,1863.699951,4042700,AMZN
6/12/19,1853.97998,1865,1844.380005,1855.319946,1855.319946,2674500,AMZN
6/13/19,1866.719971,1883.089966,1862.219971,1870.300049,1870.300049,2795800,AMZN
6/14/19,1864,1876,1859,1869.670044,1869.670044,2851200,AMZN
6/17/19,1876.5,1895.689941,1875.449951,1886.030029,1886.030029,2634300,AMZN
6/18/19,1901.349976,1921.670044,1899.790039,1901.369995,1901.369995,3895700,AMZN
6/19/19,1907.839966,1919.579956,1892.469971,1908.790039,1908.790039,2895300,AMZN
6/20/19,1933.329956,1935.199951,1905.800049,1918.189941,1918.189941,3217200,AMZN
6/21/19,1916.099976,1925.949951,1907.579956,1911.300049,1911.300049,3933600,AMZN
6/24/19,1912.660034,1916.859985,1901.300049,1913.900024,1913.900024,2283000,AMZN
6/25/19,1911.839966,1916.390015,1872.420044,1878.27002,1878.27002,3012300,AMZN
6/26/19,1892.47998,1903.800049,1887.319946,1897.829956,1897.829956,2441900,AMZN
6/27/19,1902,1911.23999,1898.040039,1904.280029,1904.280029,2141700,AMZN
6/28/19,1909.099976,1912.939941,1884,1893.630005,1893.630005,3037400,AMZN
7/1/19,1922.97998,1929.819946,1914.660034,1922.189941,1922.189941,3203300,AMZN
7/2/19,1919.380005,1934.790039,1906.630005,1934.310059,1934.310059,2645900,AMZN
7/3/19,1935.890015,1941.589966,1930.5,1939,1939,1690300,AMZN
7/5/19,1928.599976,1945.900024,1925.300049,1942.910034,1942.910034,2628400,AMZN
7/8/19,1934.119995,1956,1928.25,1952.319946,1952.319946,2883400,AMZN
7/9/19,1947.800049,1990.01001,1943.47998,1988.300049,1988.300049,4345700,AMZN
7/10/19,1996.51001,2024.939941,1995.400024,2017.410034,2017.410034,4931900,AMZN
7/11/19,2025.619995,2035.800049,1995.300049,2001.069946,2001.069946,4317800,AMZN
7/12/19,2008.27002,2017,2003.869995,2011,2011,2509300,AMZN
7/15/19,2021.400024,2022.900024,2001.550049,2020.98999,2020.98999,2981300,AMZN
7/16/19,2010.579956,2026.319946,2001.219971,2009.900024,2009.900024,2618200,AMZN
7/17/19,2007.050049,2012,1992.030029,1992.030029,1992.030029,2558800,AMZN
7/18/19,1980.01001,1987.5,1951.550049,1977.900024,1977.900024,3504300,AMZN
7/19/19,1991.209961,1996,1962.22998,1964.52002,1964.52002,3185600,AMZN
7/22/19,1971.140015,1989,1958.26001,1985.630005,1985.630005,2900000,AMZN
7/23/19,1995.98999,1997.790039,1973.130005,1994.48999,1994.48999,2703500,AMZN
7/24/19,1969.300049,2001.300049,1965.869995,2000.810059,2000.810059,2631300,AMZN
7/25/19,2001,2001.199951,1972.719971,1973.819946,1973.819946,4136500,AMZN
7/26/19,1942,1950.900024,1924.51001,1943.050049,1943.050049,4927100,AMZN
7/29/19,1930,1932.22998,1890.540039,1912.449951,1912.449951,4493200,AMZN
7/30/19,1891.119995,1909.890015,1883.47998,1898.530029,1898.530029,2910900,AMZN
7/31/19,1898.109985,1899.550049,1849.439941,1866.780029,1866.780029,4470700,AMZN
8/1/19,1871.719971,1897.920044,1844.01001,1855.319946,1855.319946,4713300,AMZN
8/2/19,1845.069946,1846.359985,1808.02002,1823.23999,1823.23999,4956200,AMZN
8/5/19,1770.219971,1788.670044,1748.780029,1765.130005,1765.130005,6058200,AMZN
8/6/19,1792.22998,1793.77002,1753.400024,1787.829956,1787.829956,5070300,AMZN
8/7/19,1773.98999,1798.930054,1757,1793.400024,1793.400024,4526900,AMZN
8/8/19,1806,1834.26001,1798.109985,1832.890015,1832.890015,3701200,AMZN
8/9/19,1828.949951,1831.089966,1802.219971,1807.579956,1807.579956,2879800,AMZN
8/12/19,1795.98999,1800.97998,1777,1784.920044,1784.920044,2905500,AMZN
8/13/19,1783,1831.73999,1780,1824.339966,1824.339966,3994000,AMZN
8/14/19,1793.01001,1795.650024,1757.219971,1762.959961,1762.959961,4893600,AMZN
8/15/19,1781.98999,1788,1761.959961,1776.119995,1776.119995,3759100,AMZN
8/16/19,1792.890015,1802.910034,1784.550049,1792.569946,1792.569946,3018000,AMZN
8/19/19,1818.079956,1826,1812.609985,1816.119995,1816.119995,2816300,AMZN
8/20/19,1814.5,1816.819946,1799.880005,1801.380005,1801.380005,1929500,AMZN
8/21/19,1819.390015,1829.579956,1815,1823.540039,1823.540039,2031800,AMZN
8/22/19,1828,1829.410034,1800.099976,1804.660034,1804.660034,2653500,AMZN
8/23/19,1793.030029,1804.900024,1745.22998,1749.619995,1749.619995,5270800,AMZN
8/26/19,1766.910034,1770,1743.51001,1768.869995,1768.869995,3080000,AMZN
8/27/19,1775.72998,1779.400024,1746.680054,1761.829956,1761.829956,3019700,AMZN
8/28/19,1755,1767.859985,1744.050049,1764.25,1764.25,2419700,AMZN
8/29/19,1783,1798.550049,1777.25,1786.400024,1786.400024,3015100,AMZN
8/30/19,1797.48999,1799.73999,1764.569946,1776.290039,1776.290039,3058700,AMZN
9/3/19,1770,1800.800049,1768,1789.839966,1789.839966,3543000,AMZN
9/4/19,1805,1807.630005,1796.22998,1800.619995,1800.619995,2324100,AMZN
9/5/19,1821.949951,1842,1815.579956,1840.719971,1840.719971,3310800,AMZN
9/6/19,1838.219971,1840.650024,1826.400024,1833.51001,1833.51001,2496900,AMZN
9/9/19,1841,1850,1824.609985,1831.349976,1831.349976,2999500,AMZN
9/10/19,1822.75,1825.810059,1805.339966,1820.550049,1820.550049,2613900,AMZN
9/11/19,1812.140015,1833.420044,1809.079956,1822.98999,1822.98999,2432800,AMZN
9/12/19,1837.630005,1853.660034,1834.280029,1843.550049,1843.550049,2823500,AMZN
9/13/19,1842.01001,1846.119995,1835.170044,1839.339966,1839.339966,1971300,AMZN
9/16/19,1824.02002,1825.689941,1800.199951,1807.839966,1807.839966,3675500,AMZN
9/17/19,1807.079956,1823.98999,1804.099976,1822.550049,1822.550049,1982400,AMZN
9/18/19,1817.040039,1822.060059,1795.5,1817.459961,1817.459961,2505600,AMZN
9/19/19,1821.02002,1832.569946,1817.900024,1821.5,1821.5,2031500,AMZN
9/20/19,1821.709961,1830.630005,1780.920044,1794.160034,1794.160034,5341900,AMZN
9/23/19,1777,1792.699951,1767.319946,1785.300049,1785.300049,2922300,AMZN
9/24/19,1790.609985,1795.709961,1735.550049,1741.609985,1741.609985,4616000,AMZN
9/25/19,1747.359985,1773,1723,1768.329956,1768.329956,3493200,AMZN
9/26/19,1762.790039,1763.369995,1731.5,1739.839966,1739.839966,3536800,AMZN
9/27/19,1748,1749.119995,1713.819946,1725.449951,1725.449951,3907200,AMZN
9/30/19,1726.98999,1737.459961,1709.219971,1735.910034,1735.910034,2644700,AMZN
10/1/19,1746,1755.599976,1728.410034,1735.650024,1735.650024,3084500,AMZN
10/2/19,1727.73999,1728.890015,1705,1713.22998,1713.22998,3301100,AMZN
10/3/19,1713,1725,1685.060059,1724.420044,1724.420044,3468200,AMZN
10/4/19,1726.02002,1740.579956,1719.22998,1739.650024,1739.650024,2471900,AMZN
10/7/19,1731.630005,1747.829956,1723.699951,1732.660034,1732.660034,2154700,AMZN
10/8/19,1722.48999,1727,1705,1705.51001,1705.51001,2542000,AMZN
10/9/19,1719.609985,1729.949951,1714.359985,1721.98999,1721.98999,2043500,AMZN
10/10/19,1725.23999,1738.290039,1713.75,1720.26001,1720.26001,2575200,AMZN
10/11/19,1742.920044,1745.449951,1729.859985,1731.920044,1731.920044,3255000,AMZN
10/14/19,1728.910034,1741.890015,1722,1736.430054,1736.430054,1910200,AMZN
10/15/19,1742.140015,1776.449951,1740.619995,1767.380005,1767.380005,3111700,AMZN
10/16/19,1773.329956,1786.23999,1770.52002,1777.430054,1777.430054,2763400,AMZN
10/17/19,1796.48999,1798.849976,1782.02002,1787.47998,1787.47998,2647400,AMZN
10/18/19,1787.800049,1793.97998,1749.199951,1757.51001,1757.51001,3362500,AMZN
10/21/19,1769.660034,1785.880005,1765,1785.660034,1785.660034,2130400,AMZN
10/22/19,1788.150024,1789.780029,1762,1765.72998,1765.72998,2111700,AMZN
10/23/19,1761.300049,1770.050049,1742,1762.170044,1762.170044,2138200,AMZN
10/24/19,1771.089966,1788.339966,1760.27002,1780.780029,1780.780029,4446100,AMZN
10/25/19,1697.550049,1764.209961,1695,1761.329956,1761.329956,9626400,AMZN
10/28/19,1748.060059,1778.699951,1742.5,1777.079956,1777.079956,3708900,AMZN
10/29/19,1774.810059,1777,1755.810059,1762.709961,1762.709961,2276900,AMZN
10/30/19,1760.23999,1782.380005,1759.119995,1779.98999,1779.98999,2449400,AMZN
10/31/19,1775.98999,1792,1771.47998,1776.660034,1776.660034,2781200,AMZN
11/1/19,1788.01001,1797.449951,1785.209961,1791.439941,1791.439941,2790400,AMZN
11/4/19,1801.01001,1815.060059,1801.01001,1804.660034,1804.660034,2771900,AMZN
11/5/19,1809.160034,1810.25,1794,1801.709961,1801.709961,1885500,AMZN
11/6/19,1801,1802.5,1788.579956,1795.77002,1795.77002,2029800,AMZN
11/7/19,1803.76001,1805.900024,1783.47998,1788.199951,1788.199951,2651100,AMZN
11/8/19,1787.890015,1789.880005,1774.040039,1785.880005,1785.880005,2123300,AMZN
11/11/19,1778,1780,1767.130005,1771.650024,1771.650024,1946000,AMZN
11/12/19,1774.660034,1786.219971,1771.910034,1778,1778,2037600,AMZN
11/13/19,1773.390015,1775,1747.319946,1753.109985,1753.109985,2989500,AMZN
11/14/19,1751.430054,1766.589966,1749.560059,1754.599976,1754.599976,2264800,AMZN
11/15/19,1760.050049,1761.680054,1732.859985,1739.48999,1739.48999,3927600,AMZN
11/18/19,1738.300049,1753.699951,1722.709961,1752.530029,1752.530029,2839500,AMZN
11/19/19,1756.98999,1760.680054,1743.030029,1752.790039,1752.790039,2270800,AMZN
11/20/19,1749.140015,1762.52002,1734.119995,1745.530029,1745.530029,2790000,AMZN
11/21/19,1743,1746.869995,1730.359985,1734.709961,1734.709961,2662900,AMZN
11/22/19,1739.02002,1746.430054,1731,1745.719971,1745.719971,2479100,AMZN
11/25/19,1753.25,1777.420044,1753.23999,1773.839966,1773.839966,3486200,AMZN
11/26/19,1779.920044,1797.030029,1778.349976,1796.939941,1796.939941,3181200,AMZN
11/27/19,1801,1824.5,1797.310059,1818.51001,1818.51001,3025600,AMZN
11/29/19,1817.780029,1824.689941,1800.790039,1800.800049,1800.800049,1923400,AMZN
12/2/19,1804.400024,1805.550049,1762.680054,1781.599976,1781.599976,3925600,AMZN
12/3/19,1760,1772.869995,1747.22998,1769.959961,1769.959961,3380900,AMZN
12/4/19,1774.01001,1789.089966,1760.219971,1760.689941,1760.689941,2670100,AMZN
12/5/19,1763.5,1763.5,1740,1740.47998,1740.47998,2823800,AMZN
12/6/19,1751.199951,1754.400024,1740.130005,1751.599976,1751.599976,3117400,AMZN
12/9/19,1750.660034,1766.890015,1745.609985,1749.51001,1749.51001,2442800,AMZN
12/10/19,1747.400024,1750.670044,1735,1739.209961,1739.209961,2514300,AMZN
12/11/19,1741.670044,1750,1735.709961,1748.719971,1748.719971,2097600,AMZN
12/12/19,1750,1764,1745.439941,1760.329956,1760.329956,3095900,AMZN
12/13/19,1765,1768.98999,1755,1760.939941,1760.939941,2745700,AMZN
12/16/19,1767,1769.5,1757.050049,1769.209961,1769.209961,3145200,AMZN
12/17/19,1778.01001,1792,1777.390015,1790.660034,1790.660034,3644400,AMZN
12/18/19,1795.02002,1798.199951,1782.359985,1784.030029,1784.030029,3351400,AMZN
12/19/19,1780.5,1792.98999,1774.060059,1792.280029,1792.280029,2652800,AMZN
12/20/19,1799.619995,1802.969971,1782.449951,1786.5,1786.5,5150800,AMZN
12/23/19,1788.26001,1793,1784.51001,1793,1793,2136400,AMZN
12/24/19,1793.810059,1795.569946,1787.579956,1789.209961,1789.209961,881300,AMZN
12/26/19,1801.01001,1870.459961,1799.5,1868.77002,1868.77002,6005400,AMZN
12/27/19,1882.920044,1901.400024,1866.01001,1869.800049,1869.800049,6186600,AMZN
12/30/19,1874,1884,1840.619995,1846.890015,1846.890015,3674700,AMZN
12/31/19,1842,1853.26001,1832.22998,1847.839966,1847.839966,2506500,AMZN
1/2/19,128.9900055,137.5099945,128.5599976,135.6799927,135.6799927,28146200,FB
1/3/19,134.6900024,137.1699982,131.1199951,131.7400055,131.7400055,22717900,FB
1/4/19,134.0099945,138,133.75,137.9499969,137.9499969,29002100,FB
1/7/19,137.5599976,138.8699951,135.9100037,138.0500031,138.0500031,20089300,FB
1/8/19,139.8899994,143.1399994,139.5399933,142.5299988,142.5299988,26263800,FB
1/9/19,142.9499969,144.6999969,141.2700043,144.2299957,144.2299957,22205900,FB
1/10/19,143.0800018,144.5599976,140.8399963,144.1999969,144.1999969,16125000,FB
1/11/19,143.1499939,145.3600006,142.5700073,143.8000031,143.8000031,12908000,FB
1/14/19,142,146.5700073,141.2700043,145.3899994,145.3899994,20520300,FB
1/15/19,146.0099945,150.6799927,145.9900055,148.9499969,148.9499969,24069000,FB
1/16/19,149,149.6499939,147,147.5399933,147.5399933,18025700,FB
1/17/19,146.9499969,149,146.5,148.3000031,148.3000031,15787900,FB
1/18/19,149.75,152.4299927,148.5500031,150.0399933,150.0399933,31029600,FB
1/22/19,149.1999969,151.5299988,146.3699951,147.5700073,147.5700073,22378700,FB
1/23/19,148.2799988,148.8000031,143.0599976,144.3000031,144.3000031,20098400,FB
1/24/19,144.6399994,146.4400024,142.5200043,145.8300018,145.8300018,20955500,FB
1/25/19,147.4799957,149.8300018,146.5399933,149.0099945,149.0099945,22237200,FB
1/28/19,148.0500031,148.9600067,146.2100067,147.4700012,147.4700012,15508500,FB
1/29/19,148.0899963,148.1000061,143.4299927,144.1900024,144.1900024,17632100,FB
1/30/19,146.2200012,150.9499969,145.6999969,150.4199982,150.4199982,44613200,FB
1/31/19,165.6000061,171.6799927,165,166.6900024,166.6900024,77233600,FB
2/1/19,165.8399963,169.1000061,165.6600037,165.7100067,165.7100067,30806500,FB
2/4/19,165.6999969,169.3000031,163.6199951,169.25,169.25,20036000,FB
2/5/19,169.1499939,171.9799957,168.6900024,171.1600037,171.1600037,22557000,FB
2/6/19,171.1999969,172.4700012,169.2700043,170.4900055,170.4900055,13281200,FB
2/7/19,168.1999969,169.2400055,165.25,166.3800049,166.3800049,17517600,FB
2/8/19,164.4700012,167.3699951,164.2100067,167.3300018,167.3300018,12561400,FB
2/11/19,167.8999939,168.3000031,165.0800018,165.7899933,165.7899933,12811200,FB
2/12/19,166.8600006,168.3399963,164.5,165.0399933,165.0399933,16292300,FB
2/13/19,165.3800049,166.2200012,163.7299957,164.0700073,164.0700073,14205100,FB
2/14/19,163.1900024,164.8699951,162.25,163.9499969,163.9499969,12755200,FB
2/15/19,164.5099945,164.6999969,160.8600006,162.5,162.5,15504400,FB
2/19/19,160.5,164.1499939,160.3300018,162.2899933,162.2899933,14345400,FB
2/20/19,162.25,163.7200012,161.25,162.5599976,162.5599976,11770700,FB
2/21/19,161.9299927,162.2400055,159.5899963,160.0399933,160.0399933,15607800,FB
2/22/19,160.5800018,162.4100037,160.3099976,161.8899994,161.8899994,15858500,FB
2/25/19,163.0700073,166.0700073,162.8999939,164.6199951,164.6199951,18737100,FB
2/26/19,164.3399963,166.2400055,163.8000031,164.1300049,164.1300049,13784100,FB
2/27/19,162.8999939,163.9299927,160.4100037,162.8099976,162.8099976,12697500,FB
2/28/19,162.3699951,163.5,160.8600006,161.4499969,161.4499969,11114200,FB
3/1/19,162.6000061,163.1300049,161.6900024,162.2799988,162.2799988,11097800,FB
3/4/19,163.8999939,167.5,163.8300018,167.3699951,167.3699951,18894700,FB
3/5/19,167.3699951,171.8800049,166.5500031,171.2599945,171.2599945,28187900,FB
3/6/19,172.8999939,173.5700073,171.2700043,172.5099945,172.5099945,21531700,FB
3/7/19,171.5,171.7400055,167.6100006,169.1300049,169.1300049,18306500,FB
3/8/19,166.1999969,169.6199951,165.9700012,169.6000061,169.6000061,13184800,FB
3/11/19,171.6000061,174.3000031,171.5800018,172.0700073,172.0700073,18884000,FB
3/12/19,172.0899963,173.8000031,171.2200012,171.9199982,171.9199982,12155300,FB
3/13/19,172.3200073,174.0299988,172.1199951,173.3699951,173.3699951,11973300,FB
3/14/19,169.7599945,171.1499939,168.1600037,170.1699982,170.1699982,18037400,FB
3/15/19,167.1600037,167.5800018,162.5099945,165.9799957,165.9799957,37135400,FB
3/18/19,163.5700073,163.8999939,159.2799988,160.4700012,160.4700012,37524200,FB
3/19/19,161.4799957,163.8200073,160.8200073,161.5700073,161.5700073,25611500,FB
3/20/19,161.5,166.1199951,161.2400055,165.4400024,165.4400024,20211500,FB
3/21/19,164.8899994,166.3899994,163.75,166.0800018,166.0800018,16223000,FB
3/22/19,165.6499939,167.4199982,164.0899963,164.3399963,164.3399963,16389200,FB
3/25/19,163,166.5399933,162,166.2899933,166.2899933,12631200,FB
3/26/19,167.3500061,169.4499969,166.3500061,167.6799927,167.6799927,15437900,FB
3/27/19,167.8500061,168.9400024,164.7899933,165.8699951,165.8699951,10620300,FB
3/28/19,164.5700073,166.7200012,163.3300018,165.5500031,165.5500031,10689200,FB
3/29/19,166.3899994,167.1900024,164.8099976,166.6900024,166.6900024,13455500,FB
4/1/19,167.8300018,168.8999939,167.2799988,168.6999969,168.6999969,10381500,FB
4/2/19,170.1399994,174.8999939,169.5500031,174.1999969,174.1999969,23946500,FB
4/3/19,174.5,177.9600067,172.9499969,173.5399933,173.5399933,27590100,FB
4/4/19,176.0200043,178,175.5299988,176.0200043,176.0200043,17847700,FB
4/5/19,176.8800049,177,175.1000061,175.7200012,175.7200012,9594100,FB
4/8/19,175.2100067,175.5,174.2299957,174.9299927,174.9299927,7297400,FB
4/9/19,175.6199951,179.1900024,175.5500031,177.5800018,177.5800018,19751000,FB
4/10/19,178.1799927,178.7899933,176.5399933,177.8200073,177.8200073,11701500,FB
4/11/19,178.2400055,178.3999939,177,177.5099945,177.5099945,8071000,FB
4/12/19,178,179.6300049,177.9499969,179.1000061,179.1000061,12329800,FB
4/15/19,178.5,180.5,176.8699951,179.6499939,179.6499939,10834800,FB
4/16/19,179,180.1699982,178.3000031,178.8699951,178.8699951,11215200,FB
4/17/19,179.6000061,180.7400055,178.3600006,178.7799988,178.7799988,9973700,FB
4/18/19,178.8000031,178.8800049,177.3399963,178.2799988,178.2799988,11655600,FB
4/22/19,178.25,181.6699982,178.25,181.4400024,181.4400024,13389900,FB
4/23/19,182.7400055,184.2200012,181.4799957,183.7799988,183.7799988,19954800,FB
4/24/19,184.4900055,185.1399994,181.6499939,182.5800018,182.5800018,37289900,FB
4/25/19,196.9799957,198.4799957,192.1199951,193.2599945,193.2599945,54148800,FB
4/26/19,192.5,192.8999939,189.0899963,191.4900055,191.4900055,22075000,FB
4/29/19,190.9499969,195.4100037,190.6499939,194.7799988,194.7799988,19641300,FB
4/30/19,194.1900024,197.3899994,192.2799988,193.3999939,193.3999939,23494700,FB
5/1/19,194.7799988,196.1799927,193.0099945,193.0299988,193.0299988,15996600,FB
5/2/19,193,194,189.75,192.5299988,192.5299988,13209500,FB
5/3/19,194.3800049,196.1600037,193.7100067,195.4700012,195.4700012,14575400,FB
5/6/19,191.2400055,194.2799988,190.5500031,193.8800049,193.8800049,13994900,FB
5/7/19,192.5399933,192.8999939,187.8500061,189.7700043,189.7700043,16253000,FB
5/8/19,189.3899994,190.7200012,188.5500031,189.5399933,189.5399933,12505700,FB
5/9/19,187.1999969,189.7700043,186.2599945,188.6499939,188.6499939,12967000,FB
5/10/19,188.25,190,184.5899963,188.3399963,188.3399963,12578500,FB
5/13/19,183.5,185.4299927,180.8399963,181.5399933,181.5399933,16833300,FB
5/14/19,182.5200043,183.4900055,178.1000061,180.7299957,180.7299957,17628100,FB
5/15/19,180.4199982,187.2799988,180.0200043,186.2700043,186.2700043,16746900,FB
5/16/19,185.0500031,188.5800018,185.0500031,186.9900055,186.9900055,12953100,FB
5/17/19,184.8399963,187.5800018,184.2799988,185.3000031,185.3000031,10485400,FB
5/20/19,181.8800049,184.2299957,181.3699951,182.7200012,182.7200012,10352000,FB
5/21/19,184.5700073,185.6999969,183.8899994,184.8200073,184.8200073,7502800,FB
5/22/19,184.7299957,186.7400055,183.6100006,185.3200073,185.3200073,9213800,FB
5/23/19,182.4199982,183.8999939,179.6699982,180.8699951,180.8699951,12768800,FB
5/24/19,182.3300018,183.6300049,180.8300018,181.0599976,181.0599976,8807700,FB
5/28/19,181.5399933,184.7100067,181.4499969,184.3099976,184.3099976,14843300,FB
5/29/19,183.5,184.5599976,181.3500061,182.1900024,182.1900024,12797700,FB
5/30/19,183.0800018,183.4799957,180.8899994,183.0099945,183.0099945,8581500,FB
5/31/19,180.2799988,180.5399933,177.1600037,177.4700012,177.4700012,15226500,FB
6/3/19,175,175.0500031,161.0099945,164.1499939,164.1499939,56059600,FB
6/4/19,163.7100067,168.2799988,160.8399963,167.5,167.5,46044300,FB
6/5/19,167.4799957,168.7200012,164.6300049,168.1699982,168.1699982,19758300,FB
6/6/19,168.3000031,169.6999969,167.2299957,168.3300018,168.3300018,12446400,FB
6/7/19,170.1699982,173.8699951,168.8399963,173.3500061,173.3500061,16917300,FB
6/10/19,174.75,177.8600006,173.8000031,174.8200073,174.8200073,14767900,FB
6/11/19,178.4799957,179.9799957,176.7899933,178.1000061,178.1000061,15266600,FB
6/12/19,178.3800049,179.2700043,172.8800049,175.0399933,175.0399933,17681500,FB
6/13/19,175.5299988,178.0299988,174.6100006,177.4700012,177.4700012,12253600,FB
6/14/19,180.5099945,181.8399963,180,181.3300018,181.3300018,16773700,FB
6/17/19,185.0099945,189.5,184.4100037,189.0099945,189.0099945,29459900,FB
6/18/19,194,194.5299988,187.2799988,188.4700012,188.4700012,37571400,FB
6/19/19,187,188.1000061,184.5500031,187.4799957,187.4799957,21417100,FB
6/20/19,190.9499969,191.1600037,187.6399994,189.5299988,189.5299988,14635700,FB
6/21/19,188.75,192,188.75,191.1399994,191.1399994,22751200,FB
6/24/19,192.4199982,193.9799957,191.5700073,192.6000061,192.6000061,15509000,FB
6/25/19,192.8800049,193.1399994,188.1300049,188.8399963,188.8399963,16750300,FB
6/26/19,189.5399933,190.7599945,187.3099976,187.6600037,187.6600037,12808600,FB
6/27/19,189.8800049,198.8800049,188.2700043,189.5,189.5,11159000,FB
6/28/19,190.5500031,193.1999969,189.9400024,193,193,16378900,FB
7/1/19,195.2100067,195.2799988,191.9299927,193,193,14204700,FB
7/2/19,193,195,192.7100067,195,195,9050000,FB
7/3/19,194.1600037,197.3999939,194.1600037,197.1999969,197.1999969,10246100,FB
7/5/19,196.1799927,197.0700073,194.1699982,196.3999939,196.3999939,11164100,FB
7/8/19,195.1900024,196.6799927,193.6399994,195.7599945,195.7599945,9723900,FB
7/9/19,194.9700012,199.4600067,194.8899994,199.2100067,199.2100067,14698600,FB
7/10/19,200,202.9600067,199.6699982,202.7299957,202.7299957,20571700,FB
7/11/19,203.2599945,203.8000031,200.2100067,201.2299957,201.2299957,13678500,FB
7/12/19,199.6799927,205.3000031,199.1600037,204.8699951,204.8699951,15366300,FB
7/15/19,204.25,205.3300018,201.8200073,203.9100037,203.9100037,16030300,FB
7/16/19,203.8899994,205.4700012,203.1000061,203.8399963,203.8399963,12132700,FB
7/17/19,204.1799927,204.3600006,201.5899963,201.8000031,201.8000031,12083700,FB
7/18/19,200.1499939,202.4700012,199.3800049,200.7799988,200.7799988,11956600,FB
7/19/19,202.1799927,202.3300018,198.0700073,198.3600006,198.3600006,12098300,FB
7/22/19,199.9100037,202.5700073,198.8099976,202.3200073,202.3200073,13589000,FB
7/23/19,202.8399963,204.2400055,200.9600067,202.3600006,202.3600006,14583700,FB
7/24/19,197.6300049,204.8099976,197.2200012,204.6600037,204.6600037,32532500,FB
7/25/19,206.6999969,208.6600037,198.2599945,200.7100067,200.7100067,39889900,FB
7/26/19,200.1900024,202.8800049,196.25,199.75,199.75,24434000,FB
7/29/19,199,199.6300049,195.3000031,195.9400024,195.9400024,16530800,FB
7/30/19,195.3899994,198.7100067,193.5,197.0399933,197.0399933,11903600,FB
7/31/19,196.9499969,198.7599945,192.6799927,194.2299957,194.2299957,14593500,FB
8/1/19,194.1699982,198.4700012,190.8800049,192.7299957,192.7299957,17777000,FB
